Feature;Average TF-IDF Score
idea;0.0036655190744671277
last;0.0036537906516814307
proof;0.003634196774056819
india;0.003626230829455589
term;0.0036089037043384124
tell;0.0036059447217662898
guest;0.003594128996183545
data;0.0035867261592399465
really;0.0035529865858764235
ago;0.00354906856998315
mostly;0.00354260914779587
stuff;0.0035168415134841143
patrick;0.003500263827428138
test;0.0034889378465534577
solid;0.0034812304521854454
able;0.0034803880104046434
engineering;0.003480106806180775
gay;0.003474646437854524
automate;0.003472938799260957
bring;0.003424600896145144
big;0.003423472629909128
away;0.0034209769294748994
country;0.003394885229760743
lazy;0.003383423809301571
absolutely;0.0033657295176825605
help;0.003364653588172262
save;0.003355539881673448
imagine;0.0033257731235554256
class;0.0032801121129548833
physical;0.0032788040331221155
content;0.0032739687068894844
xd;0.0032734742367170767
verb;0.0032470694194775907
industry;0.0032403311914845885
enough;0.0032205152937618857
trust;0.003216722138275308
answer;0.003213079874481874
plumber;0.0031944636496946087
month;0.0031842596753024035
nothing;0.003170353935958016
model;0.003163018156262799
problem;0.003158425494721181
similar;0.003148183067107404
push;0.0031467748760458394
write;0.003140719028725422
comment;0.003127431197694745
find;0.0031161420910749676
list;0.0031139441133457854
sell;0.003111645715098733
sponsor;0.00309915766041526
top;0.0030972615325816797
salary;0.003088106991053715
deal;0.0030769843045408674
realize;0.003058768249394504
computer;0.0030451085440546233
listen;0.003031504306262844
service;0.00302143802819642
earth;0.0030037776557874014
show;0.002991298768331085
benefit;0.0029778454467868504
fake;0.0029764096684955195
yet;0.0029689934909404468
doctor;0.0029687766215350576
family;0.0029681000021312023
kind;0.0029497580777771426
education;0.0029479343746752025
fast;0.0029411891726563934
sector;0.002940782120901623
fine;0.002934483924252841
base;0.0029128432429506596
mom;0.0029102474272800277
instead;0.00289414277392182
the;0.002884665450650196
understand;0.0028787085256199198
section;0.0028604107628770236
sam;0.002832842442352562
hard;0.0028195695678246598
driver;0.002798415464795162
general;0.002791323029165175
anyone;0.002790245225774794
perform;0.002790239058042569
tech;0.0027790368392607116
nah;0.00277666982914842
eat;0.0027720132950102222
bd;0.0027644409772027345
role;0.0027553359901317533
suck;0.002745763689368963
openai;0.0027230899860582938
vocal;0.002717882193650981
fry;0.002717882193650981
rule;0.0027173792042369652
relate;0.002710146455606727
probably;0.0027095332790788287
beast;0.002709090443632052
decade;0.0026953535580492905
woman;0.0026885075465063984
flat;0.0026870170173310106
zuckerberg;0.002684394607766598
exactly;0.0026826346921575333
whole;0.002668797965153961
task;0.0026535452649810148
greed;0.0026433067477909067
bill;0.002629616253207158
almost;0.002625794465004899
power;0.0026256880173650982
accountant;0.0026163662767045084
maybe;0.002614036615580967
fbi;0.0026110237509039185
face;0.002607714859511844
lose;0.0025987367931132243
interesting;0.0025904502206929537
stop;0.002579093361305393
interest;0.0025740981240395043
ever;0.0025598833974926935
cause;0.0025596668560695277
anything;0.002530488787834353
fear;0.0025290339233154484
lent;0.002512353783157684
green;0.002512353783157684
soy;0.002512353783157684
destroy;0.00251223501345569
etc;0.002505341545065512
forward;0.002490106019870485
predict;0.002464712499728997
movie;0.0024600982722636135
impact;0.002456276166508379
figure;0.0024434358838029235
survive;0.0024424084886542465
humanity;0.0024398422460925016
please;0.002438893546355022
maintain;0.0024381241372006613
art;0.0024342899737187455
nice;0.0024091804941470084
agi;0.0024051892688378585
creator;0.002397901375709113
simple;0.002395121988635738
value;0.0023925731183708243
add;0.002390518564875703
self;0.0023845876320870993
revolution;0.0023790347452770674
course;0.0023790302541184002
move;0.002374793556140065
casualty;0.0023716598771988608
shit;0.0023652987922516116
game;0.002363727462908764
else;0.002360827482165171
poor;0.002356642596839138
require;0.0023512002736910125
no;0.0023432010687950123
break;0.002337827575825937
train;0.0023372670804477132
market;0.0023278695381362398
win;0.0023215281047298513
totally;0.002308792517229161
cheat;0.0022926485659185572
fm;0.0022675736961451248
cope;0.0022675736961451248
intrigue;0.0022675736961451248
bureaucracy;0.0022675736961451248
blowing;0.0022675736961451248
star;0.0022675736961451248
dough;0.0022675736961451248
entire;0.0022605690531792163
view;0.0022494036741255675
fall;0.002234593392426436
finally;0.0022254853886439618
paper;0.0022173134882590506
crazy;0.002215659362803647
factory;0.0022151951733147194
fully;0.0022140407584873797
short;0.0022027197195459004
replacement;0.0022009469352206245
doubt;0.0021947602617439187
concentrate;0.002192969632592057
order;0.002191510659314372
join;0.0021904228282906596
perfect;0.002187797155143463
turn;0.00218274005707418
introduce;0.0021824937625786137
truck;0.0021754592031400523
allow;0.002175332510629957
hope;0.002168667666948314
control;0.0021653583868734934
antichrist;0.0021544043834449077
process;0.002151825984747225
explain;0.0021512312180108073
possible;0.0021511787463416193
population;0.0021509201263517548
ship;0.002142820037557226
ahead;0.0021407451749868864
capable;0.002138466403817346
ask;0.0021356259663513457
hear;0.002134207957888167
going;0.0021317395477214456
guess;0.002131425898901193
matter;0.0021236460212291416
carpenter;0.00212254833961378
number;0.002120601930516461
build;0.002117136407461977
surgery;0.002100448564043544
replaceable;0.002100439527444189
actor;0.002096841148905998
actress;0.002096841148905998
school;0.002096302312036703
productive;0.0020938649272635515
wonder;0.002092295632674679
minute;0.002088867546726719
billionaire;0.002084932271077615
hype;0.002084142138830082
google;0.002083674100284768
development;0.0020808922137830334
elite;0.0020790839509368616
stock;0.002074041759188833
generate;0.00206913795020669
teacher;0.002068350712690274
training;0.0020553206029258037
team;0.0020540545084505443
earn;0.002053590458205704
effect;0.002041796024587573
wall;0.0020363035179562683
easy;0.002029702282437383
bias;0.002025267790935729
worry;0.00201315562844097
jesus;0.002012619060190579
public;0.0020111588248729476
product;0.0020103147554737842
cod;0.0020071512674918607
brain;0.002004655538828968
insane;0.0019995618815534673
gigabit;0.0019987580216023083
capitalism;0.001990627542077918
especially;0.0019787068233205335
today;0.001972273828703643
demand;0.001970454044591645
grab;0.0019686008491255425
park;0.00196235001565997
environment;0.0019622890115317195
employee;0.0019518995074355198
profit;0.0019471061059165577
enlighten;0.0019451904079863783
set;0.001944499665976698
gate;0.0019425598296345446
obsolete;0.0019423825055961486
youtubers;0.001938837358496769
cost;0.0019317017407269035
apply;0.0019293188162941527
gpt;0.0019263989590985733
beginning;0.0019051997341546314
matrix;0.0019028529676638995
suddenly;0.0018966149173671124
type;0.0018951415242200505
rise;0.0018950280446626906
gen;0.0018905702009680808
unemployed;0.0018830748170297886
bad;0.0018748597148212313
skilled;0.0018732554804453704
degree;0.0018730776882354455
javascript;0.001861953420351343
longer;0.0018612729492185269
quality;0.0018591916858958204
clue;0.0018456033297560165
eventually;0.0018324020159333427
farm;0.0018298092865391639
distribution;0.001825154672533729
amaze;0.0018239395141969443
smart;0.0018189648134109588
huge;0.0018162085687853146
oops;0.0018154060163449433
entertainment;0.0018075587248016119
lead;0.0018040496965176455
false;0.0018037334082948626
agriculture;0.0017938424043504196
ad;0.0017887424610814212
excellent;0.0017851011181843897
la;0.0017800808581035037
result;0.001775823449930357
call;0.0017731434197175312
advance;0.001772093252156467
ceo;0.0017684951780233458
unavoidable;0.0017670518547108396
petroleum;0.0017670518547108396
dev;0.0017659023519832262
online;0.0017564221624480122
burger;0.0017558104339298083
semiconductor;0.0017463198872121747
meter;0.0017463198872121747
sound;0.0017431136882697421
generative;0.0017411954451516803
person;0.0017406008535745445
automation;0.001736719608859741
old;0.0017262396802231377
risk;0.001722110299698502
renzo;0.0017219718051370279
compare;0.0017192490578585781
operate;0.0017188565500780397
close;0.001716881380640541
programmer;0.0017148397648989447
okay;0.001713208911497393
technical;0.0017125220542084409
channel;0.0017080938913026967
invent;0.0017079746493444696
sale;0.0017032325690056053
electricity;0.0016984075416445017
provide;0.0016979577620477007
ton;0.0016811265867417715
shiny;0.0016785560253676185
main;0.0016778451915999328
efficient;0.0016763110077637712
science;0.0016707776690067964
seem;0.0016552475682551397
vibe;0.001654999371355725
cooped;0.001654999371355725
timeline;0.001654999371355725
mark;0.001654999371355725
referee;0.001654999371355725
title;0.0016549988239876927
alive;0.001654193214381136
experience;0.0016538414779831072
elon;0.0016533567598368314
frighten;0.001651756926953339
economic;0.0016482440874322486
hacker;0.0016438238719698748
fling;0.0016432171302356595
robotics;0.0016398874260164255
energy;0.0016348755905980254
car;0.001633041049704412
kid;0.0016215957161800493
fact;0.001620510491063598
depression;0.00161770099235395
treat;0.0016164264863089495
distribute;0.0016157797521077766
dude;0.0016149806015883998
costume;0.0016106937545297573
deep;0.0016085979472192902
name;0.0016082134649580073
bag;0.0016034167373844617
parade;0.0016034167373844617
young;0.0016034167373844617
palantir;0.0016034167373844617
cat;0.0016034167373844617
aip;0.0016034167373844617
agree;0.001599256408198179
toxic;0.0015975621313305466
knowledge;0.001590522089612784
hate;0.0015873390131917033
full;0.0015870145708296618
steal;0.0015824115904843291
food;0.001581592738367092
leave;0.001581165455399663
teach;0.0015802816904202908
sign;0.0015798451297110048
judge;0.0015777591460290263
however;0.0015732612335840408
nobody;0.0015713325429392903
faster;0.0015709099646023523
america;0.0015673955893415361
remove;0.0015626938019557943
dead;0.0015603735561979732
bright;0.0015577450637000922
meaning;0.0015556870734684096
search;0.001554487925217458
describe;0.001549917826602275
rock;0.0015368519901538954
mankind;0.0015358955151870543
everybody;0.001535080619586434
goodbye;0.0015328847743603777
walk;0.0015317447590971886
invest;0.001531115128617139
important;0.0015204717527521204
support;0.001511922543677787
stupid;0.001510049692728637
concern;0.00150938749610395
anywhere;0.0015090635733296732
ok;0.0015088762556930465
song;0.001505654050211303
artificial;0.0015042014169862434
act;0.0015039836213525588
begin;0.0015009956671147575
meaningful;0.0014989127887198622
programming;0.0014988686824962954
building;0.0014980025086034675
carpentry;0.0014980025086034675
artist;0.0014898913871953818
consider;0.0014846266951589375
scar;0.0014846169232565186
bla;0.001483186737416367
source;0.001478734187035161
segment;0.0014775530972655948
flip;0.0014759678473702529
reach;0.0014726312105552918
serve;0.0014725520444684981
lay;0.001471215198385114
reality;0.0014711958821983357
leader;0.0014667202506373955
bot;0.0014602630953571218
far;0.0014535058806335937
repair;0.0014504292611155194
replaces;0.001447572488031928
scary;0.0014433565187702247
favorite;0.0014395815346896585
toy;0.001436763560383308
law;0.0014352527792884885
code;0.0014311772788623486
ther;0.0014273023548362746
sooner;0.0014259457481484938
resource;0.0014258539952609604
increase;0.0014189685172083491
creepiest;0.0014163098521007595
mass;0.0014152978777857857
parent;0.001411161302486263
traveler;0.001410335584121539
director;0.001410335584121539
hr;0.0014080773401176903
death;0.001405115736556479
maintenance;0.001405095688229628
ownership;0.0014032278047442302
countryside;0.0013984043794158223
home;0.0013976956252500085
later;0.001395850698908092
modern;0.0013912335665202768
none;0.0013890737225735273
project;0.001388169084547612
production;0.0013864127703257655
nope;0.0013863496387166857
develop;0.0013845788527764211
promote;0.001382593798773389
yo;0.0013818140143433506
zone;0.0013818140143433506
near;0.001380566474316741
read;0.0013745715468274568
legal;0.0013706982163526856
porn;0.00136627016904143
newbie;0.0013634011449694965
app;0.0013613765795340948
disability;0.0013606914389268402
hurt;0.0013606914389268402
hide;0.001359155029424841
correct;0.001359155029424841
sometimes;0.0013583452499866015
ladder;0.0013566163213318237
disadvantage;0.0013566163213318237
basically;0.0013548818169039978
scam;0.0013545434822793013
beautiful;0.0013524147387381058
ensure;0.0013489079216618073
second;0.0013450031893936778
loss;0.001342665149918688
uptime;0.001336813942413544
fucked;0.001336813942413544
area;0.001336685439413473
wow;0.0013364698640406544
true;0.001334758019866269
anymore;0.0013314009421044523
towards;0.0013273375104651854
python;0.0013235112255114367
disagree;0.0013226083285585843
immune;0.0013211536315321237
evolution;0.0013177273745939386
super;0.0013177273745939386
extremely;0.0013174376622620497
skin;0.0013145771332254983
android;0.001306920640942237
focus;0.0013056554553606571
late;0.0013021313293217493
screwed;0.0012966479253709395
fan;0.0012963983688396607
warehouse;0.0012922499031055939
potato;0.0012900502472648115
couch;0.0012900502472648115
redistribution;0.0012853383030527368
output;0.0012847679985877813
hitler;0.0012839807750052964
pbd;0.001282716135518682
pace;0.0012765423176195941
feel;0.0012749185833890522
mechanic;0.0012723581141918928
one;0.0012702839839223517
purpose;0.001269956847700676
entertainer;0.001268576713464816
robe;0.0012681487758352636
small;0.0012654359516431255
generation;0.0012651314763341744
russian;0.0012648402487744745
administrator;0.0012613524950981483
network;0.0012613524950981483
white;0.0012611758407798514
stream;0.0012551907504749055
algorithmic;0.0012544427137371021
uptick;0.0012541263292404569
less;0.0012503968548888424
cnbc;0.0012498620575101419
unbiased;0.0012498620575101419
podcast;0.001248148979434334
geoffrey;0.001248148979434334
hinton;0.001248148979434334
drive;0.00124803562647161
literally;0.0012472068396629987
jihadi;0.0012448188299026156
rodney;0.0012445913073075743
dangerfield;0.0012445913073075743
improvement;0.0012393494632987785
level;0.0012368090338574682
worth;0.0012359883395734671
million;0.0012355402028830396
put;0.0012316393726966679
yeah;0.0012309125151852927
lie;0.0012280048825027234
wbc;0.0012280048825027234
air;0.0012280048825027234
enjoy;0.001226301329573441
south;0.0012237840090658814
gtp;0.0012179946092430052
animal;0.00121550925413913
element;0.0012154119096244222
ideology;0.0012153066353964234
bravo;0.0012136519623242984
proud;0.0012136519623242984
struggle;0.001213090741518908
uninspiring;0.0012110210122618092
pat;0.0012070526367865323
inspiring;0.0012070526367865323
cab;0.0012070526367865323
cashier;0.0012070526367865323
monitor;0.0012058988385580567
pacing;0.0012054104315693996
straight;0.0012035216956156254
influential;0.001201318392398148
salesman;0.001199997108978669
pick;0.001198666873377064
yea;0.001198666873377064
scientist;0.0011976066519496218
rely;0.001197336411836514
certainly;0.001195059705258105
warn;0.0011937613804230854
meme;0.001193235384361204
galahad;0.001193235384361204
democrat;0.001192864415663201
wedding;0.001192864415663201
lol;0.001192864415663201
desantis;0.001192864415663201
photographer;0.001192864415663201
background;0.001192864415663201
regardless;0.0011904377076218426
practice;0.0011898700382038537
current;0.001186991562378586
track;0.0011860298020575195
trace;0.0011860298020575195
screw;0.0011851010640546867
introvert;0.0011851010640546867
felt;0.0011837758222611574
up;0.0011832870407541937
outro;0.0011832870407541937
material;0.00118319917718774
natural;0.0011746374625337893
presence;0.0011712010264707104
due;0.001167310496888211
gbt;0.0011639967090164914
engine;0.0011639967090164914
preferred;0.0011639967090164914
still;0.0011633548223583452
oppression;0.001162913133435598
plan;0.001162913133435598
sufficient;0.0011627754480818286
horror;0.001160552174699488
comprehension;0.001160552174699488
article;0.0011603720125871707
unemployment;0.0011593241937996686
hour;0.0011592690440440103
sentence;0.0011544659610394424
makeup;0.0011525160514531123
experiment;0.001151591067820956
healthy;0.001151591067820956
curiosity;0.001151591067820956
box;0.0011493639467653756
wage;0.0011425343048435432
detached;0.001140260056293848
construction;0.001138729661631398
sir;0.001138729661631398
insight;0.001136990635006554
gee;0.0011331012454072632
drone;0.0011283052891446304
spend;0.001124452926736987
solve;0.0011213554365867337
door;0.0011196663886397684
efficiency;0.0011185442822623376
starve;0.0011178461168879163
saw;0.0011176556693489447
theory;0.0011169472622261818
economy;0.0011132942730047756
advancement;0.0011122076242283034
alone;0.0011121403389700044
info;0.0011085143762058721
continue;0.0011072410289137656
severe;0.0011029125326586016
suffer;0.0011029125326586016
prophet;0.0011016380040436368
avoid;0.0011016380040436368
manager;0.0011012031729900104
approve;0.0011012031729900104
scammer;0.0010993772536000194
politician;0.0010993772536000194
thief;0.0010993772536000194
aspect;0.001098842042785195
delete;0.001098842042785195
financial;0.001093535647908788
method;0.0010910199286580595
luxury;0.0010896653339394617
buzz;0.0010885144950866586
cash;0.0010885144950866586
nature;0.0010867610722063226
cop;0.0010857380969817622
multiple;0.0010815988506781662
thousand;0.0010803860902235459
workload;0.0010791601370323109
least;0.001078971169545005
fool;0.001078884074171733
manual;0.0010788824965462188
reassure;0.0010785559065299754
weapon;0.0010785559065299754
nuclear;0.0010785559065299754
necessary;0.001078239965098586
sentient;0.001075596530070079
letter;0.001075447013737926
particularly;0.0010731015064811477
topic;0.0010725320592275046
office;0.0010724148201758184
ted;0.00107157316741487
kaczynski;0.00107157316741487
debate;0.00107157316741487
court;0.0010702923390947133
expensive;0.001064381764722652
release;0.0010631052996158514
difference;0.0010624818480825995
advanced;0.001062199945070202
professional;0.0010596751623109329
autopilot;0.0010596751623109329
pilot;0.0010596751623109329
advice;0.0010592692916873848
ibm;0.0010573728799908447
headstock;0.0010573728799908447
boogie;0.001055701686696324
tyrant;0.001055701686696324
russia;0.001055701686696324
scared;0.001055701686696324
around;0.001055240073177544
llm;0.0010502123266681353
wondering;0.0010473601226724419
keyboard;0.0010473601226724419
remainder;0.0010464942047427725
balloon;0.001042181399156472
nina;0.001042181399156472
jay;0.001042181399156472
by;0.001042181399156472
shape;0.0010412672127189928
hop;0.0010400112987058066
duolingo;0.0010383212921335674
usd;0.0010383212921335674
storage;0.001038160334057336
loser;0.0010359321652103734
winner;0.0010359321652103734
percentage;0.0010356252866463155
language;0.0010323127561056328
standard;0.001031562519712211
quite;0.001027510690326845
complex;0.0010261479825227574
available;0.0010260851250095966
haha;0.0010243864065943961
date;0.0010228320485958292
report;0.0010182320791955384
creation;0.0010173607299449124
phalanx;0.0010173607299449124
consistent;0.0010173607299449124
infinitely;0.0010157410301826022
richer;0.0010157410301826022
ability;0.0010143148814595767
bureaucratic;0.0010132816210569166
affect;0.001013138782752972
evolve;0.0010115608787139142
merge;0.0010115608787139142
case;0.0010114742172052861
single;0.0010102838354763323
non;0.0010092144762794935
route;0.0010092144762794935
amish;0.0010091611459259308
renounce;0.0010091611459259308
kinda;0.0010091611459259308
remains;0.0010070633118041598
thought;0.0010055754688910214
terrorist;0.0010031615202892087
desire;0.0010006001533097515
conversation;0.000992107619500049
opportunity;0.0009907299929574462
traditional;0.000989673008763548
slave;0.0009890182597470376
friend;0.0009880156953011462
emission;0.0009861794596417804
carbon;0.0009861794596417804
strive;0.0009851832171487202
soon;0.0009841175572160733
damn;0.0009838406465037673
phenomenal;0.0009838406465037673
scumbaggery;0.0009757637164842121
enable;0.0009757637164842121
infinite;0.0009752199947746633
hand;0.0009749427422157467
contain;0.0009711946859592277
ironic;0.0009711946859592277
private;0.0009705415202313438
welfare;0.0009695517144594655
tangent;0.0009695445747474736
con;0.000968893053584761
brick;0.0009673935284456933
specific;0.0009667939375688001
depend;0.0009653315298062655
mentality;0.0009642416016485244
boomer;0.0009642416016485244
decrease;0.0009625601705855644
believe;0.0009603637670771699
path;0.0009566708808795781
creativity;0.0009566708808795781
ridiculous;0.000954995794647028
period;0.0009517322135122587
crypto;0.0009470302109338903
investment;0.0009470302109338903
guide;0.0009470302109338903
funny;0.0009424251154641843
progressive;0.0009424251154641843
liberal;0.0009424251154641843
happy;0.0009422436514077948
trading;0.0009420306651254034
optimize;0.0009407583344673917
laggy;0.0009407583344673917
website;0.0009407583344673917
phone;0.0009407583344673917
smooth;0.0009391455728755637
chance;0.0009391455728755637
evaporate;0.0009386878127402075
accounting;0.0009386878127402075
filling;0.0009386878127402075
stripper;0.0009381178563887497
disrupt;0.0009381178563887497
wealthy;0.0009376006957050599
crux;0.0009352632475293526
lmao;0.0009349406117854484
truly;0.0009338367010311802
tldr;0.0009335400662544033
homophobic;0.0009309767101756716
sort;0.000930429185538166
assure;0.0009293809114541723
document;0.0009293809114541723
hai;0.0009291473530012794
examination;0.0009286246324231481
humanism;0.0009277363735376871
hell;0.0009277363735376871
stem;0.0009277363735376871
covid;0.0009267395727646299
past;0.0009242047732137344
hammer;0.0009238157933662127
hold;0.0009238157933662127
original;0.0009238157933662127
occur;0.00091895001049834
delivery;0.0009188416141422497
fascinating;0.000916318957853439
powerful;0.0009160454885648267
ah;0.0009148341739760891
taught;0.0009148341739760891
materialize;0.0009148341739760891
memorize;0.0009148341739760891
asian;0.0009147208553553452
group;0.0009147208553553452
ml;0.0009147208553553452
ironically;0.0009147208553553452
jobs;0.0009132850645521809
ko;0.0009129284506351303
week;0.0009109327871358222
gap;0.0009099820993466996
boyfriend;0.0009094801720424754
naked;0.0009093170798514169
body;0.0009093170798514169
heaven;0.0009083521389205507
prompt;0.0009063812666719494
include;0.0009063812666719494
tattoo;0.000903635725079239
barber;0.000903635725079239
dentist;0.000903635725079239
reduce;0.0009031847333466504
target;0.0009018564468300222
afford;0.0008957348587922519
intellectual;0.0008934316774413147
mulch;0.0008900404290517518
living;0.0008894390332048958
block;0.000888616105688624
extremist;0.0008884636991011253
hijack;0.0008875266997938536
load;0.0008875266997938536
privilege;0.000885161754622208
series;0.0008836304486659478
clarity;0.0008836304486659478
arc;0.0008836304486659478
scythe;0.0008836304486659478
customer;0.0008821208015162407
silently;0.0008821208015162407
chain;0.0008814703898074222
sense;0.0008811015058796676
shift;0.0008770480781331985
till;0.0008769408630127355
therapy;0.0008769408630127355
scale;0.0008759333367443242
aware;0.0008755654915249165
excel;0.0008740076748353569
folk;0.0008737680811790231
visit;0.0008676468845147064
progress;0.0008661224251727306
expert;0.000864885281897499
social;0.0008627081803233812
clear;0.0008612280325093337
backbone;0.0008609966595237742
kernel;0.0008609966595237742
optimization;0.0008609966595237742
smartphone;0.0008602680644052447
routine;0.0008589787575019944
glow;0.0008589787575019944
wipe;0.0008552598689255163
stack;0.0008542377383754773
like;0.0008542377383754773
overflow;0.0008542377383754773
instant;0.0008542377383754773
supersede;0.0008519651469809675
innovator;0.0008519651469809675
revolutionize;0.0008519651469809675
completely;0.0008514704597541658
user;0.0008502293593656773
simply;0.0008480967865428365
fuel;0.0008471791158172833
progressing;0.0008471791158172833
fossil;0.0008471791158172833
devil;0.000845772318861361
alien;0.000843283263461779
min;0.0008429508111785369
omg;0.0008429508111785369
butt;0.0008429508111785369
enrich;0.0008398226463081246
headline;0.0008398226463081246
tittle;0.0008398226463081246
frigging;0.0008373703977728954
owner;0.0008322473496696935
communist;0.0008287626102170458
pinko;0.0008287626102170458
fearmongering;0.0008287626102170458
filth;0.0008287626102170458
deploy;0.0008252888404719093
center;0.0008249620490024569
forgot;0.0008249620490024569
signal;0.000824211204840036
getting;0.0008218233954336765
communicate;0.0008218233954336765
wdym;0.0008218233954336765
firm;0.0008214156447735842
convolute;0.000816336949719114
check;0.000816336949719114
philosophy;0.0008156125398678317
pessimistic;0.0008156125398678317
thinking;0.0008156125398678317
prevent;0.0008154601588350497
impossible;0.0008143245860582999
operation;0.0008105765507311542
bunch;0.0008092363950404223
allot;0.000808036203911736
toolroom;0.000808036203911736
doom;0.000808036203911736
speculation;0.000808036203911736
prompter;0.0008031860280289054
prompting;0.0008031860280289054
father;0.0008031860280289054
germany;0.0008019506447363576
hire;0.0008019506447363576
io;0.0008019506447363576
surpass;0.0008015871010959276
singularity;0.0008015871010959276
news;0.0008015871010959276
incentivize;0.0007961328535674685
expand;0.0007961328535674685
force;0.0007961328535674685
definitely;0.0007947521551074068
outcome;0.0007932194810467978
robotic;0.0007931147913391673
only;0.0007931147913391673
cpr;0.0007931147913391673
regular;0.0007904437617756577
furthermore;0.0007896887038930814
monster;0.0007879651222246638
programmed;0.0007879651222246638
called;0.0007879651222246638
reason;0.0007863320231247509
revenue;0.0007861815383446596
colonializing;0.0007836977946707681
colonize;0.0007836977946707681
flow;0.0007832151489176473
hidden;0.0007832151489176473
dissonance;0.0007832151489176473
agenda;0.0007832151489176473
cognitive;0.0007832151489176473
input;0.0007791010791332929
information;0.0007776935246482997
louisville;0.0007776935246482997
in;0.0007776935246482997
lap;0.0007776935246482997
anxiety;0.0007775740604727096
touch;0.0007737318560892042
learning;0.0007733544877178953
minimal;0.0007711778486107607
circuit;0.0007711778486107607
history;0.0007711778486107607
mobility;0.0007706821378571116
babysitter;0.0007706821378571116
disappear;0.0007703376852786262
tradesman;0.0007697100429151773
fucking;0.0007693833487479111
murder;0.0007693833487479111
putin;0.0007693833487479111
graduate;0.0007666763542821095
flesh;0.0007646791204664205
heck;0.0007575025460119168
venture;0.0007568461220741901
basis;0.0007568461220741901
alternate;0.0007568461220741901
member;0.0007565088868564432
employ;0.0007565088868564432
union;0.0007565088868564432
caveman;0.0007563568612712861
anarchy;0.0007563568612712861
math;0.0007553737149871412
son;0.0007553737149871412
sink;0.0007535720627359593
surgeon;0.0007512000432718995
utter;0.000750316400103736
delusion;0.000750316400103736
fail;0.000749624334269785
analysis;0.0007489410922733677
wealth;0.0007483241129537665
emotion;0.0007457154207728093
depth;0.0007457154207728093
adaptability;0.0007457154207728093
perception;0.0007457154207728093
motor;0.0007457154207728093
nervous;0.0007456245191835876
sweating;0.0007456245191835876
lenin;0.0007424102277974874
kama;0.0007424102277974874
